point	title	description	icon
43.5647115,1.4631256	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5647332,1.4627473	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5646048,1.4629560	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5630180,1.4665239	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5648920,1.4629416	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5603088,1.4706691	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5607248,1.4624338	Université Paul Sabatier	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5571652,1.4654999	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5607501,1.4641120	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5589499,1.4675126	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5603514,1.4660688	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5557774,1.4763835	Ramonville	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5586647,1.4740748	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5210604,1.5117060	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5210682,1.5118616	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.2977131,5.3662280	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.2953801,5.3858180	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.2954074,5.3859896	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
44.2321415,7.1057287	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.2708841,6.6406404	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.2732097,6.6397854	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
49.2406498,6.9904936	CCTV	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
45.1874555,5.7400517	Stade des Alpes	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
47.1336949,-2.2458033	Sémaphore	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.0703414,2.5792965	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
