point	title	description	icon
48.5448800,7.7568100	Rue de la Corse (Meinau)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5462200,7.7655900	Angle de la route du Neuhof et de la rue de de l'Abbé de l'Epée (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5454900,7.7609200	Angle des rues de l'Abbé de l'Epée et des Linottes (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5434100,7.7722300	Angle de l'allée des Déportés et de la rue de la Klebsau (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5458300,7.7674500	Allée Reuss (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5459900,7.7718700	Angle des rues Ingold et Jean Mermoz (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5416800,7.7752100	Angle de l'allée des Déportés et de la rue Crabbe (Neuhof)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.2862955,6.9503212	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.5086000,7.6956900	D1083/N353 (Rocade Sud)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5047900,7.7096500	N353 / Proche de la rue J.-M. Jacquard (Rocade Sud)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.5020500,7.7249100	N353 / Proche du canal du Rhône au Rhin (Rocade Sud)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.3956741,7.7257935	CCTV	note: camera watching the southern entrance to the sluice</br>type: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.4986300,7.7402900	N353/Proche ruisseau Scwarzwasser (Rocade Sud)	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.4743895,7.9380953	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3251416,5.0314717	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3223546,5.0300992	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3235338,5.0288924	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3235074,5.0312280	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3236245,5.0336174	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3242244,5.0406911	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3271128,5.0439489	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3260805,5.0454662	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3240986,5.0445369	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3219382,5.0341277	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3223823,5.0369994	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3217970,5.0377574	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3230232,5.0384638	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3213532,5.0418254	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3214927,5.0410152	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3222841,5.0410097	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3223566,5.0391020	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3229823,5.0390818	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3216865,5.0399099	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3201218,5.0388031	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3182156,5.0359096	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.3167006,5.0426921	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.5660279,3.3276805	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.6844951,5.5650824	GES Cosec	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6849776,5.5655481	GES Cosec	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6847516,5.5650675	GES Cosec	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6846616,5.5657264	GES Cosec	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6811237,5.5733789	Services Techniques	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6755857,5.5492279	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6757364,5.5494151	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6755885,5.5490204	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6758704,5.5491832	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6758704,5.5489756	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6757448,5.5489919	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6755885,5.5494477	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6757392,5.5492116	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6758788,5.5493907	Parking Regard	video surveillancetype: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
46.6720697,5.5505437	Préfecture	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6742455,5.5503836	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6743991,5.5494558	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6743041,5.5499034	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6721479,5.5508171	Préfecture	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6748793,5.5508556	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6746420,5.5507132	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6770715,5.5727503	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6808117,5.5737557	Services Techniques	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6794184,5.5724606	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6769051,5.5727040	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6772772,5.5722707	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6779969,5.5717230	Maison de l'Emploi	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6776567,5.5722081	Maison Commune	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6773426,5.5726958	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6774099,5.5723961	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6780412,5.5713723	Maison de l'Emploi	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6796930,5.5726735	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6775015,5.5716822	Maison Commune	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6771968,5.5727994	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6776532,5.5716997	Maison Commune	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6804551,5.5739376	Services Techniques	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6770322,5.5722735	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6792315,5.5726266	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6778025,5.5720718	Maison Commune	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6777670,5.5713307	Maison de l'Emploi	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6768220,5.5724946	École François Rollet	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6792198,5.5732142	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6793541,5.5729587	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6795148,5.5727118	Croisement Sautot	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6750186,5.5636314	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6749146,5.5637139	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6749742,5.5639901	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6751669,5.5638810	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6750919,5.5639924	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6751347,5.5637718	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6749116,5.5640169	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.6748290,5.5638275	MJC	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1299924,3.4236282	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.1264426,3.4256119	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.1212477,3.4243483	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.1231977,3.4220662	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1246140,3.4267851	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1255211,3.4263544	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1248457,3.4275063	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1251282,3.4249505	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
46.1184824,3.4225762	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.1263173,3.4303553	CCTV	amenity: clock	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.6358446,6.8546672	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.6359268,6.8545821	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.2659057,6.0460819	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.2634790,6.0448371	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.2636938,6.0447972	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.6603702,7.5282950	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6540792,7.5347782	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6489449,7.5424858	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6445502,7.5517727	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6399991,7.5605961	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6344065,7.5678058	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.6265226,7.5745006	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
47.5852311,7.6183305	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.5380250,7.4989613	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.5080588,6.6844542	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.5029182,6.6822414	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
46.4808215,6.8857893	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.6753694,6.3888416	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1883828,5.7127094	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1924272,5.7207373	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1948183,5.7306964	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1939379,5.7321166	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1880326,5.7189794	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1909707,5.7199392	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1907107,5.7154270	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1902880,5.7155280	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1877970,5.7191130	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1871422,5.7275289	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1883922,5.7282873	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1885304,5.7311903	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1957648,5.7348639	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1868271,5.7367598	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1870580,5.7374279	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1878012,5.7392137	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1877075,5.7389836	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1840441,5.7176756	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1866549,5.7328746	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1858168,5.7427230	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1864319,5.7370763	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1864545,5.7358021	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.1860512,5.7361214	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
44.1036132,1.0861755	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
44.1039766,1.0849034	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.7737664,1.6869477	La Poste	amenity: atm	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6380363,1.4441748	3 cocus	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6407791,1.4525675	Borderouge	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6336184,1.4354732	La Vache	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6269286,1.4334739	Barrière de Paris	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6270280,1.4341692	Barrière de Paris	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6267764,1.4338226	Barrière de Paris	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6265869,1.4336885	Barrière de Paris	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6205353,1.4356540	Minimes - Claude Nougaro	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6206098,1.4358429	Minimes - Claude Nougaro	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6204016,1.4356959	Minimes - Claude Nougaro	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6291183,1.4827089	Balma Gramont	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6293622,1.4826936	Balma Gramont	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6199318,1.4696735	Roseraie	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6198730,1.4694484	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6243703,1.4768303	Argoulets	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6242836,1.4769277	Argoulets	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6151781,1.4339222	Canal du midi	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6108819,1.4358405	Compans Caffarelli	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6108383,1.4357989	Compans Caffarelli	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6104840,1.4357216	Compans Caffarelli	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6152021,1.4339561	Canal du Midi	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6151242,1.4347032	Canal du Midi	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6057687,1.4492308	Jean Jaurès	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6057364,1.4488024	Jean Jaurès	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6056362,1.4486084	Jean Jaurès	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6059857,1.4488004	Jean Jaurès	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6086238,1.4456659	Jeanne d'Arc	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6056597,1.4490822	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5963900,1.4230059	Patte d'Oie	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6045692,1.4454371	Capitole	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6044765,1.4453820	Capitole	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6001246,1.4440559	Esquirol	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6003007,1.4441306	Esquirol	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5994697,1.4453181	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.6004988,1.4441145	Esquirol	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6006536,1.4482470	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5996480,1.4492521	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.6005434,1.4457296	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5996666,1.4492735	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5981802,1.4317179	Saint Cyprien République	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5980969,1.4308974	Saint Cyprien République	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5978651,1.4318271	Saint Cyprien République	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5979845,1.4315855	Saint-Cyprien République	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5977639,1.4454502	Carmes	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5978396,1.4454368	Carmes	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6107605,1.4550373	Marengo SNCF	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6152782,1.4633846	Jolimont	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6153332,1.4637567	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6003579,1.4522992	François Verdier	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6077785,3.8926051	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6077693,3.8925898	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.6070477,3.8938271	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
44.1042206,4.7557952	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
44.1026199,4.7580020	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
44.1026920,4.7580343	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
43.5745945,1.4020320	Mirail Université	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5699430,1.3922839	Basso Cambo	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5708457,1.4018908	Reynerie	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5660825,1.3982966	Bellefontaine	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5934558,1.4184416	Arènes	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5834999,1.4152986	Mermoz	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5835153,1.4152039	Mermoz	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5874952,1.4184903	Fontaine-Lestang	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5875317,1.4184064	Fontaine Lestang	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5924473,1.4444268	Palais de Justice	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5861145,1.4470932	Saint Michel Marcel Langer	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5798781,1.4120282	Bagatelle	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5803390,1.4498764	Saint Agne SNCF	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5798541,1.4420890	Empalot	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5794652,1.4592618	Saouzelong	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5747835,1.4618241	Rangueil	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5746839,1.4621575	Rangueil	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5742163,1.4669421	CCTV	video surveillancetype: traffic	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5680403,1.4645337	Faculté de Pharmacie	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5680852,1.4645122	Faculté de Pharmacie	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5669455,1.4674039	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5692955,1.4666661	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5672037,1.4679039	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5664585,1.4688045	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5666832,1.4688448	CCTV	amenity: bicycle_parking	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5673377,1.4650647	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5672627,1.4649173	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5698256,1.4647428	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5714115,1.4627068	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5698458,1.4677778	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5624554,1.4663308	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5635262,1.4694222	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5618823,1.4702914	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5627117,1.4687457	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5612085,1.4672113	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5614847,1.4659934	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5633505,1.4651430	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5609723,1.4632229	Université Paul Sabatier	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5611533,1.4634356	Université Paul Sabatier	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5608656,1.4639934	CCTV	amenity: atm	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5612962,1.4634565	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5614174,1.4636916	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5614712,1.4628515	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
43.5648425,1.4692250	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5645862,1.4701008	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5659337,1.4689791	CCTV	operator: Rectorat de Toulouse</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5651859,1.4648530	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
43.5613331,1.4639146	CCTV	operator: Université Paul Sabatier</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
